WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,wiki_url,event_order,Method_Cleaned,Card_Cleaned,Winner_Cleaned,Loser_Cleaned,Champion,Interim_Champion
Welterweight,Song Kenan,def,Derrick Krantz,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Fight Card (ESPN+),https://en.wikipedia.org/wiki/Song_Kenan,https://en.wikipedia.org/wiki/Derrick_Krantz,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Zhang,4,Unanimous Decision,,Song Kenan,Derrick Krantz,,
Catchweight (129 lbs),Mizuki Inoue,def,Wu Yanan,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Fight Card (ESPN+),https://en.wikipedia.org/wiki/Mizuki_Inoue,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Zhang,5,Split Decision,,Mizuki Inoue,Wu Yanan,,
Middleweight,Anthony Hernandez,def,Jun Yong Park,Submission (anaconda choke),2,4:39,,Preliminary Card (ESPN),,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Zhang,6,Sub,Prelim,Anthony Hernandez,Jun Yong Park,,
Bantamweight,Su Mudaerji,def,Andre Soukhamthath,"Decision (unanimous) (30–26, 30–26, 30–25)",3,5:00,,Preliminary Card (ESPN),,https://en.wikipedia.org/wiki/Andre_Soukhamthath,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Zhang,7,Unanimous Decision,Prelim,Su Mudaerji,Andre Soukhamthath,,
Light Heavyweight,Da Un Jung,def,Khadis Ibragimov,Submission (standing guillotine choke),3,2:00,,Preliminary Card (ESPN),,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Zhang,8,Sub,Prelim,Da Un Jung,Khadis Ibragimov,,
Lightweight,Damir Ismagulov,def,Thiago Moisés,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Damir_Ismagulov,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Zhang,9,Unanimous Decision,Prelim,Damir Ismagulov,Thiago Moisés,,
Bantamweight,Heili Alateng,def,Danaa Batgerel,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,,Preliminary Card (ESPN),,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Zhang,10,Unanimous Decision,Prelim,Heili Alateng,Danaa Batgerel,,
Women's Bantamweight,Karolline Rosa Cavedo,def,Lara Fritzen Procópio,"Decision (split) (28–29, 30–27, 29–28)",3,5:00,,Preliminary Card (ESPN),,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Zhang,11,Split Decision,Prelim,Karolline Rosa Cavedo,Lara Fritzen Procópio,,
Heavyweight,Stipe Miocic,def,Daniel Cormier (c),TKO (punches),4,4:09,For the UFC Heavyweight Championship,Fight Card,https://en.wikipedia.org/wiki/Stipe_Miocic,https://en.wikipedia.org/wiki/Daniel_Cormier,https://en.wikipedia.org/wiki/UFC_241,1,KO,,Stipe Miocic,Daniel Cormier,Daniel Cormier,
Welterweight,Nate Diaz,def,Anthony Pettis,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Fight Card,https://en.wikipedia.org/wiki/Nate_Diaz,https://en.wikipedia.org/wiki/Anthony_Pettis,https://en.wikipedia.org/wiki/UFC_241,2,Unanimous Decision,,Nate Diaz,Anthony Pettis,,
Middleweight,Paulo Costa,def,Yoel Romero,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Fight Card,https://en.wikipedia.org/wiki/Paulo_Costa_(fighter),https://en.wikipedia.org/wiki/Yoel_Romero,https://en.wikipedia.org/wiki/UFC_241,3,Unanimous Decision,,Paulo Costa,Yoel Romero,,
Featherweight,Sodiq Yusuff,def,Gabriel Benítez,TKO (punches),1,4:14,,Fight Card,https://en.wikipedia.org/wiki/Sodiq_Yusuff,https://en.wikipedia.org/wiki/Gabriel_Ben%C3%ADtez,https://en.wikipedia.org/wiki/UFC_241,4,KO,,Sodiq Yusuff,Gabriel Benítez,,
Middleweight,Derek Brunson,def,Ian Heinisch,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Fight Card,https://en.wikipedia.org/wiki/Derek_Brunson,https://en.wikipedia.org/wiki/Ian_Heinisch,https://en.wikipedia.org/wiki/UFC_241,5,Unanimous Decision,,Derek Brunson,Ian Heinisch,,
Lightweight,Khama Worthy,def,Devonte Smith,TKO (punches),1,4:15,,Preliminary Card (ESPN),,https://en.wikipedia.org/wiki/Devonte_Smith,https://en.wikipedia.org/wiki/UFC_241,6,KO,Prelim,Khama Worthy,Devonte Smith,,
Bantamweight,Cory Sandhagen,def,Raphael Assunção,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Cory_Sandhagen,https://en.wikipedia.org/wiki/Raphael_Assun%C3%A7%C3%A3o,https://en.wikipedia.org/wiki/UFC_241,7,Unanimous Decision,Prelim,Cory Sandhagen,Raphael Assunção,,
Lightweight,Drakkar Klose,def,Christos Giagos,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Drakkar_Klose,https://en.wikipedia.org/wiki/Christos_Giagos,https://en.wikipedia.org/wiki/UFC_241,8,Unanimous Decision,Prelim,Drakkar Klose,Christos Giagos,,
Catchweight (140 lbs),Casey Kenney,def,Manny Bermudez,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Casey_Kenney,https://en.wikipedia.org/wiki/Manny_Bermudez,https://en.wikipedia.org/wiki/UFC_241,9,Unanimous Decision,Prelim,Casey Kenney,Manny Bermudez,,
Women's Strawweight,Hannah Cifers,def,Jodie Esquibel,"Decision (unanimous) (30–28, 30–27, 30–27)",3,5:00,,Early Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Hannah_Cifers,https://en.wikipedia.org/wiki/Jodie_Esquibel,https://en.wikipedia.org/wiki/UFC_241,10,Unanimous Decision,Prelim,Hannah Cifers,Jodie Esquibel,,
Bantamweight,Kyung Ho Kang,def,Brandon Davis,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Early Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Kyung_Ho_Kang,https://en.wikipedia.org/wiki/Brandon_Davis,https://en.wikipedia.org/wiki/UFC_241,11,Split Decision,Prelim,Kyung Ho Kang,Brandon Davis,,
Women's Flyweight,Sabina Mazo,def,Shana Dobson,"Decision (unanimous) (30–24, 30–25, 30–25)",3,5:00,,Early Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Sabina_Mazo,,https://en.wikipedia.org/wiki/UFC_241,12,Unanimous Decision,Prelim,Sabina Mazo,Shana Dobson,,
Women's Flyweight,Valentina Shevchenko (c),def,Liz Carmouche,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00,For the UFC Women's Flyweight Championship.,Main card (ESPN+),https://en.wikipedia.org/wiki/Valentina_Shevchenko_(fighter),https://en.wikipedia.org/wiki/Liz_Carmouche,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,1,Unanimous Decision,Main Event,Valentina Shevchenko,Liz Carmouche,Valentina Shevchenko,
Welterweight,Vicente Luque,def,Mike Perry,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,,Main card (ESPN+),https://en.wikipedia.org/wiki/Vicente_Luque,https://en.wikipedia.org/wiki/Mike_Perry_(fighter),https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,2,Split Decision,Main Event,Vicente Luque,Mike Perry,,
Featherweight,Luiz Eduardo Garagorri,def,Humberto Bandenay,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card (ESPN+),,https://en.wikipedia.org/wiki/Humberto_Bandenay,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,3,Unanimous Decision,Main Event,Luiz Eduardo Garagorri,Humberto Bandenay,,
Light Heavyweight,Volkan Oezdemir,def,Ilir Latifi,KO (punches),2,4:31,,Main card (ESPN+),https://en.wikipedia.org/wiki/Volkan_Oezdemir,https://en.wikipedia.org/wiki/Ilir_Latifi,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,4,KO,Main Event,Volkan Oezdemir,Ilir Latifi,,
Middleweight,Rodolfo Vieira,def,Oskar Piechota,Submission (arm-triangle choke),2,4:26,,Main card (ESPN+),https://en.wikipedia.org/wiki/Rodolfo_Vieira_(fighter),https://en.wikipedia.org/wiki/Oskar_Piechota,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,5,Sub,Main Event,Rodolfo Vieira,Oskar Piechota,,
Featherweight,Enrique Barzola,def,Bobby Moffett,"Decision (split) (28–29, 30–27, 29–28)",3,5:00,,Main card (ESPN+),https://en.wikipedia.org/wiki/Enrique_Barzola,https://en.wikipedia.org/wiki/Bobby_Moffett,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,6,Split Decision,Main Event,Enrique Barzola,Bobby Moffett,,
Welterweight,Gilbert Burns,def,Alexey Kunchenko,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Gilbert_Burns_(fighter),https://en.wikipedia.org/wiki/Alexey_Kunchenko,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,7,Unanimous Decision,Prelim,Gilbert Burns,Alexey Kunchenko,,
Heavyweight,Ciryl Gane,def,Raphael Pessoa Nunes,Submission (arm-triangle choke),1,4:12,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Ciryl_Gane,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,8,Sub,Prelim,Ciryl Gane,Raphael Pessoa Nunes,,
Women's Strawweight,Marina Rodriguez,def,Tecia Torres,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Marina_Rodriguez_(fighter),https://en.wikipedia.org/wiki/Tecia_Torres,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,9,Unanimous Decision,Prelim,Marina Rodriguez,Tecia Torres,,
Flyweight,Rogério Bontorin,def,Raulian Paiva,TKO (doctor stoppage),1,2:56,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Rog%C3%A9rio_Bontorin,https://en.wikipedia.org/wiki/Raulian_Paiva,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,10,KO,Prelim,Rogério Bontorin,Raulian Paiva,,
Bantamweight,Chris Gutiérrez,def,Geraldo de Freitas,"Decision (split) (29–28, 27–30, 29–28)",3,5:00,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Chris_Guti%C3%A9rrez_(fighter),,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,11,Split Decision,Prelim,Chris Gutiérrez,Geraldo de Freitas,,
Lightweight,Alex da Silva Coelho,def,Rodrigo Vargas,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card (ESPN+),,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,12,Unanimous Decision,Prelim,Alex da Silva Coelho,Rodrigo Vargas,,
Women's Flyweight,Veronica Macedo,def,Polyana Viana,Submission (armbar),1,1:09,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Veronica_Macedo,https://en.wikipedia.org/wiki/Polyana_Viana,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shevchenko_vs._Carmouche_2,13,Sub,Prelim,Veronica Macedo,Polyana Viana,,
Welterweight,Colby Covington,def,Robbie Lawler,"Decision (unanimous) (50–44, 50–45, 50–45)",5,5:00,,Main Card (ESPN),https://en.wikipedia.org/wiki/Colby_Covington,https://en.wikipedia.org/wiki/Robbie_Lawler,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,1,Unanimous Decision,Main Event,Colby Covington,Robbie Lawler,,
Lightweight,Jim Miller,def,Clay Guida,Technical Submission (guillotine choke),1,0:58,,Main Card (ESPN),https://en.wikipedia.org/wiki/Jim_Miller_(fighter),https://en.wikipedia.org/wiki/Clay_Guida,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,2,Sub,Main Event,Jim Miller,Clay Guida,,
Lightweight,Nasrat Haqparast,def,Joaquim Silva,KO (punches),2,0:36,,Main Card (ESPN),https://en.wikipedia.org/wiki/Nasrat_Haqparast,https://en.wikipedia.org/wiki/Joaquim_Silva_(fighter),https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,3,KO,Main Event,Nasrat Haqparast,Joaquim Silva,,
Middleweight,Gerald Meerschaert,def,Trevin Giles,Technical Submission (guillotine choke),3,1:49,,Main Card (ESPN),https://en.wikipedia.org/wiki/Gerald_Meerschaert,https://en.wikipedia.org/wiki/Trevin_Giles,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,4,Sub,Main Event,Gerald Meerschaert,Trevin Giles,,
Catchweight (158 lbs.),Scott Holtzman,def,Dong Hyun Ma,TKO (doctor stoppage),2,5:00,,Main Card (ESPN),https://en.wikipedia.org/wiki/Scott_Holtzman,https://en.wikipedia.org/wiki/Dong_Hyun_Ma,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,5,KO,Main Event,Scott Holtzman,Dong Hyun Ma,,
Light Heavyweight,Kennedy Nzechukwu,def,Darko Stošić,"Decision (unanimous) (29–26, 29–26, 28–27)",3,5:00,"Stošić was deducted two points, one in round two and one in round three, both due to repeated groin strikes.",Main Card (ESPN),,https://en.wikipedia.org/wiki/Darko_Sto%C5%A1i%C4%87,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,6,Unanimous Decision,Main Event,Kennedy Nzechukwu,Darko Stošić,,
Welterweight,Mickey Gall,def,Salim Touahri,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Mickey_Gall,,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,7,Unanimous Decision,Prelim,Mickey Gall,Salim Touahri,,
Women's Flyweight,Antonina Shevchenko,def,Lucie Pudilová,Technical Submission (rear-naked choke),2,1:20,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Antonina_Shevchenko,https://en.wikipedia.org/wiki/Lucie_Pudilov%C3%A1,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,8,Sub,Prelim,Antonina Shevchenko,Lucie Pudilová,,
Flyweight,Matt Schnell,def,Jordan Espinosa,Submission (triangle choke),1,1:23,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Matt_Schnell_(fighter),,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,9,Sub,Prelim,Matt Schnell,Jordan Espinosa,,
Women's Flyweight,Lauren Murphy,def,Mara Romero Borella,TKO (knee and elbows),3,1:46,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Lauren_Murphy,https://en.wikipedia.org/wiki/Mara_Romero_Borella,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,10,KO,Prelim,Lauren Murphy,Mara Romero Borella,,
Catchweight (176 lbs),Cláudio Silva,def,Cole Williams,Submission (rear-naked choke),1,2:35,,Preliminary Card (ESPN),https://en.wikipedia.org/wiki/Cl%C3%A1udio_Silva,,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,11,Sub,Prelim,Cláudio Silva,Cole Williams,,
Women's Flyweight,Miranda Granger,def,Hannah Goldy,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary Card (ESPN),,,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Lawler,12,Unanimous Decision,Prelim,Miranda Granger,Hannah Goldy,,
Featherweight,Max Holloway (c),def,Frankie Edgar,"Decision (unanimous) (50–45, 49–46, 48–47)",5,5:00,For the UFC Featherweight Championship.,Main card,https://en.wikipedia.org/wiki/Max_Holloway,https://en.wikipedia.org/wiki/Frankie_Edgar,https://en.wikipedia.org/wiki/UFC_240,1,Unanimous Decision,Main Event,Max Holloway,Frankie Edgar,Max Holloway,
Women's Featherweight,Cris Cyborg,def,Felicia Spencer,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Main card,https://en.wikipedia.org/wiki/Cris_Cyborg,https://en.wikipedia.org/wiki/Felicia_Spencer,https://en.wikipedia.org/wiki/UFC_240,2,Unanimous Decision,Main Event,Cris Cyborg,Felicia Spencer,,
Welterweight,Geoff Neal,def,Niko Price,TKO (punches),2,2:39,,Main card,https://en.wikipedia.org/wiki/Geoff_Neal,https://en.wikipedia.org/wiki/Niko_Price,https://en.wikipedia.org/wiki/UFC_240,3,KO,Main Event,Geoff Neal,Niko Price,,
Lightweight,Arman Tsarukyan,def,Olivier Aubin-Mercier,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,,Main card,,https://en.wikipedia.org/wiki/Olivier_Aubin-Mercier,https://en.wikipedia.org/wiki/UFC_240,4,Unanimous Decision,Main Event,Arman Tsarukyan,Olivier Aubin-Mercier,,
Middleweight,Krzysztof Jotko,def,Marc-André Barriault,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,,Main card,https://en.wikipedia.org/wiki/Krzysztof_Jotko,https://en.wikipedia.org/wiki/Marc-Andr%C3%A9_Barriault,https://en.wikipedia.org/wiki/UFC_240,5,Split Decision,Main Event,Krzysztof Jotko,Marc-André Barriault,,
