fighter1,fighter2,fight_odds_url,Bet,5Dimes_win,Bet365_win,BetDSI_win,BetOnline_win,BookMaker_win,Bovada_win,Intertops_win,Pinnacle_win,SportBet_win,SportsInt_win,Sportsbook_win,William_H_win,meanodds_win,Winner_Cleaned,Loser_Cleaned,wiki_url,bestfightodds_winner,bestfightodds_loser,WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,event_order,Method_Cleaned,Card_Cleaned,Champion,Interim_Champion,Card_Date,#,Event,bet_won,5Dimes_lose,BetDSI_lose,BookMaker_lose,SportBet_lose,Bet365_lose,Bovada_lose,Sportsbook_lose,William_H_lose,Pinnacle_lose,SportsInt_lose,BetOnline_lose,Intertops_lose,meanodds_lose
Abel Trujillo,Jamie Varner,https://www.bestfightodds.com/events/ufc-169-barao-vs-faber-737,Abel Trujillo,2.1,,2.1,2.05,2.1,2.05,,2.1100000000000003,2.08,2.1,1.9523809523809523,,2.0713756613756615,Abel Trujillo,Jamie Varner,https://en.wikipedia.org/wiki/UFC_169,Abel Trujillo,Jamie Varner,Lightweight,Abel Trujillo,def,Jamie Varner,KO (punch),2.0,2:32,,Main card,https://en.wikipedia.org/wiki/Abel_Trujillo,https://en.wikipedia.org/wiki/Jamie_Varner,5,KO,Main Event,,,2014-02-01,261,UFC 169: Barão vs. Faber II,1,1.8333333333333335,1.7692307692307692,1.7692307692307692,1.819672131147541,,1.7407407407407407,1.8,,1.8130081300813008,1.6993006993006992,1.7407407407407407,,1.7761397015339884
Abel Trujillo,John Makdessi,https://www.bestfightodds.com/events/ufc-on-fox-26-lawler-vs-dos-anjos-1365,John Makdessi,2.5,,2.7,2.35,2.3,2.4,2.3,2.3600000000000003,2.48,2.4,2.55,2.38,2.429090909090909,John Makdessi,Abel Trujillo,https://en.wikipedia.org/wiki/UFC_on_Fox:_Lawler_vs._dos_Anjos,John Makdessi,Abel Trujillo,Lightweight,John Makdessi,def,Abel Trujillo,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/John_Makdessi,https://en.wikipedia.org/wiki/Abel_Trujillo,9,Unanimous Decision,Prelim,,,2017-12-16,423,UFC on Fox: Lawler vs. dos Anjos,1,1.625,1.4651162790697674,1.625,1.617283950617284,,1.5882352941176472,1.526315789473684,1.5714285714285714,1.65359477124183,1.5555555555555556,1.6451612903225805,1.606060606060606,1.5889774643534116
Abel Trujillo,Jordan Rinaldi,https://www.bestfightodds.com/events/ufc-fight-night-88-almeida-vs-garbrandt-1104,Abel Trujillo,1.3333333333333333,,1.3508771929824561,,,1.3333333333333333,,1.352112676056338,1.341296928327645,1.3125,1.2941176470588236,,1.331081587298847,Abel Trujillo,Jordan Rinaldi,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Almeida_vs._Garbrandt,Abel Trujillo,Jordan Rinaldi,Lightweight,Abel Trujillo,def,Jordan Rinaldi,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Abel_Trujillo,https://en.wikipedia.org/wiki/Jordan_Rinaldi,8,Unanimous Decision,Prelim,,,2016-05-29,358,UFC Fight Night: Almeida vs. Garbrandt,1,3.5,3.35,,3.57,,3.3,3.6,,3.45,3.3,,,3.4385714285714286
Abel Trujillo,Khabib Nurmagomedov,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647,Khabib Nurmagomedov,1.4,,1.392156862745098,1.3571428571428572,1.3846153846153846,1.3846153846153846,,1.4201680672268908,1.4098360655737705,1.3225806451612903,1.3636363636363638,,1.381639070079671,Khabib Nurmagomedov,Abel Trujillo,https://en.wikipedia.org/wiki/UFC_160,Khabib Nurmagomedov,Abel Trujillo,Catchweight (158.5 lbs),Khabib Nurmagomedov,def,Abel Trujillo,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary card (FX),https://en.wikipedia.org/wiki/Khabib_Nurmagomedov,https://en.wikipedia.org/wiki/Abel_Trujillo,9,Unanimous Decision,Prelim,,,2013-05-25,237,UFC 160: Velasquez vs. Bigfoot 2,1,3.1,3.05,3.1,3.16,,3.0,3.15,,3.12,3.25,3.2,,3.1255555555555556
Abel Trujillo,Marcus Levesseur,https://www.bestfightodds.com/events/ufc-on-fox-5-henderson-vs-diaz-584,Abel Trujillo,2.25,,2.2,2.45,2.12,2.15,,2.2800000000000002,2.2800000000000002,,,,2.2471428571428573,Abel Trujillo,Marcus LeVesseur,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Diaz,Abel Trujillo,Marcus Levesseur,Lightweight,Abel Trujillo,def,Marcus LeVesseur,TKO (knees to the body),2.0,3:56,,Preliminary Card (FX),https://en.wikipedia.org/wiki/Abel_Trujillo,https://en.wikipedia.org/wiki/Marcus_LeVesseur,9,KO,Prelim,,,2012-12-08,221,UFC on Fox: Henderson vs. Diaz,1,1.6896551724137931,1.6666666666666665,1.704225352112676,1.704225352112676,,1.6896551724137931,,,1.7092198581560285,,1.606060606060606,,1.6813868828480343
Abel Trujillo,Roger Bowling,https://www.bestfightodds.com/events/ufc-fight-night-27-condit-vs-kampmann-ii-692,Roger Bowling,2.25,,2.1,2.05,2.1,2.15,,2.2199999999999998,2.23,2.05,2.1,,2.138888888888889,Roger Bowling,Abel Trujillo,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2,Roger Bowling,Abel Trujillo,Lightweight,Roger Bowling,vs,Abel Trujillo,No Contest (illegal knee),2.0,4:57,Trujillo landed an unintentional illegal knee that rendered Bowling unable to continue.,Preliminary card (Facebook),https://en.wikipedia.org/wiki/Roger_Bowling_(fighter),https://en.wikipedia.org/wiki/Abel_Trujillo,12,,Prelim,,,2013-08-28,244,UFC Fight Night: Condit vs. Kampmann 2,1,1.7407407407407407,1.7575757575757576,1.7575757575757576,1.72992700729927,,1.6896551724137931,1.7142857142857144,,1.7407407407407407,1.6802721088435373,1.7407407407407407,,1.727945971135117
Abel Trujillo,Roger Bowling,https://www.bestfightodds.com/events/ufc-on-fox-9-johnson-vs-benavidez-729,Abel Trujillo,2.1,,2.05,1.9523809523809523,2.05,2.0,,2.1799999999999997,2.08,2.05,1.9523809523809523,,2.0460846560846564,Abel Trujillo,Roger Bowling,https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Benavidez_2,Abel Trujillo,Roger Bowling,Lightweight,Abel Trujillo,def,Roger Bowling,TKO (punches),2.0,1:35,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Abel_Trujillo,https://en.wikipedia.org/wiki/Roger_Bowling_(fighter),10,KO,Prelim,,,2013-12-14,256,UFC on Fox: Johnson vs. Benavidez 2,1,1.8333333333333335,1.8,1.8,1.819672131147541,,1.7692307692307692,1.8,,1.7692307692307692,1.6802721088435373,1.8,,1.785748790198439
Abel Trujillo,Tony Ferguson,https://www.bestfightodds.com/events/ufc-181-hendricks-vs-lawler-2-853,Tony Ferguson,1.4,,1.392156862745098,1.3773584905660377,1.392156862745098,1.3703703703703702,,1.3952569169960474,1.3937007874015748,1.289855072463768,1.3703703703703702,,1.3756917481842623,Tony Ferguson,Abel Trujillo,https://en.wikipedia.org/wiki/UFC_181,Tony Ferguson,Abel Trujillo,Lightweight,Tony Ferguson,def,Abel Trujillo,Submission (rear-naked choke),2.0,4:19,,Main Card,https://en.wikipedia.org/wiki/Tony_Ferguson,https://en.wikipedia.org/wiki/Abel_Trujillo,5,Sub,Main Event,,,2014-12-06,300,UFC 181: Hendricks vs. Lawler II,1,3.3,3.1,3.1,3.26,,3.1,3.12,,3.25,3.25,3.25,,3.192222222222222
Abel Trujillo,Tony Sims,https://www.bestfightodds.com/events/ufc-195-lawler-vs-condit-1012,Abel Trujillo,2.69,,2.25,2.25,2.25,2.3,,2.23,2.33,2.05,2.15,,2.2777777777777777,Abel Trujillo,Tony Sims,https://en.wikipedia.org/wiki/UFC_195,Abel Trujillo,Tony Sims,Lightweight,Abel Trujillo,def,Tony Sims,Submission (guillotine choke),1.0,3:18,,Main Card,https://en.wikipedia.org/wiki/Abel_Trujillo,https://en.wikipedia.org/wiki/Tony_Sims,5,Sub,Main Event,,,2016-01-02,345,UFC 195: Lawler vs. Condit,1,1.6896551724137931,1.6896551724137931,1.6896551724137931,1.6802721088435373,,1.625,1.6896551724137931,,1.7352941176470589,1.7407407407407407,1.6896551724137931,,1.6921758699222558
Abner Lloveras,Chris Gruetzemacher,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-22-finale-edgar-vs-mendes-1011,Chris Gruetzemacher,1.5555555555555556,,1.5555555555555556,1.5555555555555556,1.5555555555555556,,,1.5649717514124295,1.5649717514124295,,,,1.5586942875078469,Chris Gruetzemacher,Abner Lloveras,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_McGregor_vs._Team_Faber#The_Ultimate_Fighter_22_Finale,Chris Gruetzemacher,Abner Lloveras,Lightweight,Chris Gruetzemacher,def,Abner Lloveras,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Chris_Gruetzemacher,https://en.wikipedia.org/wiki/Abner_Lloveras,10,Unanimous Decision,Prelim,,,2015-12-11,342,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,1,2.58,2.55,2.55,2.6100000000000003,,,,,2.59,,2.55,,2.5716666666666668
Abu Azaitar,Vitor Miranda,https://www.bestfightodds.com/events/ufc-fight-night-134-shogun-vs-smith-1507,Abu Azaitar,1.526315789473684,,,1.5,1.4878048780487805,1.5,1.4761904761904763,1.5050505050505052,1.510204081632653,1.425531914893617,1.5,1.529100529100529,1.4960198174390245,Abu Azaitar,Vitor Miranda,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Smith,Abu Azaitar,Vitor Miranda,Middleweight,Abu Azaitar,def,Vitor Miranda,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,,Main card (Fox Sports 1),,https://en.wikipedia.org/wiki/Vitor_Miranda,3,Unanimous Decision,Main Event,,,2018-07-22,446,UFC Fight Night: Shogun vs. Smith,1,2.75,,2.7,2.74,,2.6,2.65,2.5,2.74,2.7,2.7,2.65,2.6729999999999996
Abubakar Nurmagomedov,David Zawada,https://www.bestfightodds.com/events/ufc-on-espn-21-zabit-vs-kattar-1795,David Zawada,3.6,3.5,3.59,3.46,3.44,3.5,3.4,3.56,3.57,3.4,3.37,3.55,3.4949999999999997,David Zawada,Abubakar Nurmagomedov,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Magomedsharipov_vs._Kattar,David Zawada,Abubakar Nurmagomedov,Welterweight,David Zawada,def,Abubakar Nurmagomedov,Submission (triangle choke),1.0,2:50,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/David_Zawada,https://en.wikipedia.org/wiki/Abubakar_Nurmagomedov,10,Sub,Prelim,,,2019-11-09,501,UFC Fight Night: Magomedsharipov vs. Kattar,1,1.3448275862068966,1.3095975232198143,1.3076923076923077,1.341296928327645,1.3003003003003002,1.3076923076923077,1.3225806451612903,1.2985074626865671,1.3144654088050314,1.2941176470588236,1.3496503496503496,1.303030303030303,1.3161465641526364
Adam Cella,Tor Troeng,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,Tor Troeng,1.434782608695652,,1.4651162790697674,1.4166666666666667,1.4545454545454546,1.4166666666666667,,1.434782608695652,1.4273504273504274,1.4,1.4444444444444444,,1.4327061284594145,Tor Troéng,Adam Cella,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Mousasi_vs._Latifi,Tor Troeng,Adam Cella,Middleweight,Tor Troéng,def,Adam Cella,Submission (rear-naked choke),1.0,3:11,,Preliminary card (Facebook),https://en.wikipedia.org/wiki/Tor_Tro%C3%A9ng,https://en.wikipedia.org/wiki/Adam_Cella,8,Sub,Prelim,,,2013-04-06,232,UFC on Fuel TV: Mousasi vs. Latifi,1,3.1,2.75,2.8,3.06,,2.9,2.75,,3.05,2.85,3.0,,2.917777777777778
Adam Milstead,Chris Delarocha,https://www.bestfightodds.com/events/ufc-fight-night-88-almeida-vs-garbrandt-1104,Adam Milstead,1.4081632653061225,,1.4081632653061225,1.392156862745098,,1.3846153846153846,,1.4,1.4016064257028114,1.3571428571428572,1.3636363636363638,,1.3894355530568452,Adam Milstead,Chris de la Rocha,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Almeida_vs._Garbrandt,Adam Milstead,Chris Delarocha,Heavyweight,Adam Milstead,def,Chris de la Rocha,TKO (punches),2.0,4:01,,Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Adam_Milstead,https://en.wikipedia.org/wiki/Chris_de_la_Rocha,12,KO,Prelim,,,2016-05-29,358,UFC Fight Night: Almeida vs. Garbrandt,1,3.25,3.05,,3.21,,3.0,3.15,,3.18,3.1,3.15,,3.13625
Adam Milstead,Curtis Blaydes,https://www.bestfightodds.com/events/ufc-fight-night-104-bermudez-vs-korean-zombie-1226,Curtis Blaydes,1.303030303030303,,1.3125,1.303030303030303,1.3125,1.2857142857142856,,1.3115264797507789,1.3115264797507789,1.2702702702702702,1.3225806451612903,1.33003300330033,1.3062711770008337,Curtis Blaydes,Adam Milstead,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bermudez_vs._The_Korean_Zombie,Curtis Blaydes,Adam Milstead,Heavyweight,Curtis Blaydes,vs,Adam Milstead,No Contest (overturned),2.0,0:59,Originally a TKO (knee injury) win for Blaydes; overturned after he tested positive for marijuana.,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Curtis_Blaydes,https://en.wikipedia.org/wiki/Adam_Milstead,7,,Prelim,,,2017-02-04,388,UFC Fight Night: Bermudez vs. The Korean Zombie,1,3.7,3.6,3.6,3.79,,3.65,3.37,3.4,3.75,3.6,3.7,,3.6160000000000005
Adam Milstead,Jordan Johnson,https://www.bestfightodds.com/events/ufc-222-cyborg-vs-kunitskaya-1422,Jordan Johnson,1.4444444444444444,,1.3508771929824561,1.434782608695652,1.425531914893617,1.425531914893617,1.4,1.4484304932735426,1.4366812227074237,1.425531914893617,1.425531914893617,1.4,1.4197585110616353,Jordan Johnson,Adam Milstead,https://en.wikipedia.org/wiki/UFC_222,Jordan Johnson,Adam Milstead,Light Heavyweight,Jordan Johnson,def,Adam Milstead,"Decision (split) (29–28, 27–30, 29–28)",3.0,5:00,,Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Jordan_Johnson_(fighter),https://en.wikipedia.org/wiki/Adam_Milstead,12,Split Decision,Prelim,,,2018-03-03,432,UFC 222: Cyborg vs. Kunitskaya,1,3.05,3.35,2.95,3.01,,2.85,2.9,2.9,2.95,2.75,2.95,2.9,2.9599999999999995
Adam Milstead,Mike Rodriguez,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Mike Rodriguez,2.15,2.2,2.05,2.16,2.2,2.25,2.1,2.1399999999999997,2.1799999999999997,1.9523809523809523,2.1,2.1,2.1318650793650793,Mike Rodríguez,Adam Milstead,https://en.wikipedia.org/wiki/UFC_on_Fox:_Lee_vs._Iaquinta_2,Mike Rodriguez,Adam Milstead,Light Heavyweight,Mike Rodríguez,def,Adam Milstead,TKO (knee to the body and punches),1.0,2:59,,Early Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Mike_Rodr%C3%ADguez_(fighter),https://en.wikipedia.org/wiki/Adam_Milstead,11,KO,Prelim,,,2018-12-15,462,UFC on Fox: Lee vs. Iaquinta 2,1,1.7407407407407407,1.7407407407407407,1.6896551724137931,1.7575757575757576,1.6993006993006992,1.6451612903225805,1.7142857142857144,1.72992700729927,1.78125,1.8,1.7352941176470589,1.7142857142857144,1.729018079551006
Adam Wieczorek,Anthony Hamilton,https://www.bestfightodds.com/events/ufc-fight-night-121-werdum-vs-tybura-1354,Adam Wieczorek,1.6451612903225805,,1.625,1.6097560975609757,1.5714285714285714,1.5882352941176472,1.5714285714285714,1.6097560975609757,1.6369426751592355,1.5555555555555556,1.5714285714285714,1.62111801242236,1.6005282488168222,Adam Wieczorek,Anthony Hamilton,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Werdum_vs._Tybura,Adam Wieczorek,Anthony Hamilton,Heavyweight,Adam Wieczorek,def,Anthony Hamilton,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Preliminary Card (UFC Fight Pass),,https://en.wikipedia.org/wiki/Anthony_Hamilton_(fighter),13,Unanimous Decision,Prelim,,,2017-11-19,418,UFC Fight Night: Werdum vs. Tybura,1,2.45,2.3,2.35,2.4299999999999997,,2.4,2.45,2.3,2.45,2.4,2.44,2.35,2.3927272727272726
Adam Wieczorek,Arjan Bhullar,https://www.bestfightodds.com/events/ufc-on-fox-29-poirier-vs-gaethje-1446,Adam Wieczorek,3.95,,,4.0,3.84,3.7,3.65,3.85,3.89,3.9,3.8,3.6,3.818,Adam Wieczorek,Arjan Bhullar,https://en.wikipedia.org/wiki/UFC_on_Fox:_Poirier_vs._Gaethje,Adam Wieczorek,Arjan Bhullar,Heavyweight,Adam Wieczorek,def,Arjan Bhullar,Submission (omoplata),2.0,1:59,,Preliminary Card (UFC Fight Pass),,https://en.wikipedia.org/wiki/Arjan_Bhullar,12,Sub,Prelim,,,2018-04-14,435,UFC on Fox: Poirier vs. Gaethje,1,1.3076923076923077,,1.267379679144385,1.3021148036253776,,1.2777777777777777,1.2777777777777777,1.289855072463768,1.2994011976047903,1.2409638554216866,1.273972602739726,1.2702702702702702,1.2807205344517867
Adam Wieczorek,Marcos Rogerio,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Marcos Rogerio,2.9,2.75,2.7,2.7,2.7,2.75,2.7,2.7199999999999998,2.8600000000000003,2.95,2.8,2.9,2.785833333333333,Marcos Rogério de Lima,Adam Wieczorek,https://en.wikipedia.org/wiki/UFC_230,Marcos Rogerio,Adam Wieczorek,Heavyweight,Marcos Rogério de Lima,def,Adam Wieczorek,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Early Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Marcos_Rog%C3%A9rio_de_Lima,,12,Unanimous Decision,Prelim,,,2018-11-03,455,UFC 230: Cormier vs. Lewis,1,1.4761904761904763,1.4651162790697674,1.4761904761904763,1.4672897196261683,1.4694835680751175,1.4444444444444444,1.4444444444444444,1.4,1.5128205128205128,1.3773584905660377,1.5,1.4545454545454546,1.4573236554977418
Adam Yandiev,Jordan Johnson,https://www.bestfightodds.com/events/ufc-fight-night-136-hunt-vs-oleinik-1539,Jordan Johnson,1.4,,1.4,1.4166666666666667,1.4081632653061225,1.3846153846153846,1.3703703703703702,1.4048582995951417,1.3937007874015748,1.3278688524590163,1.392156862745098,1.4,1.3907636808326704,Jordan Johnson,Adam Yandiev,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Oleinik,Jordan Johnson,Adam Yandiev,Middleweight,Jordan Johnson,def,Adam Yandiev,Submission (arm-triangle choke),2.0,0:42,,Preliminary Card (UFC Fight Pass),https://en.wikipedia.org/wiki/Jordan_Johnson_(fighter),,10,Sub,Prelim,,,2018-09-15,451,UFC Fight Night: Hunt vs. Oleinik,1,3.3,3.0,2.95,3.26,,3.0,3.05,2.9,3.15,3.25,3.05,3.05,3.0872727272727265
Adlan Amagov,Chris Spang,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,Adlan Amagov,1.5747126436781609,,1.5617977528089888,1.5555555555555556,1.5494505494505495,1.5405405405405406,,1.5464480874316942,1.5649717514124295,1.5555555555555556,1.5,,1.5498924929370526,Adlan Amagov,Chris Spång,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Mousasi_vs._Latifi,Adlan Amagov,Chris Spang,Welterweight,Adlan Amagov,def,Chris Spång,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary card (Facebook),https://en.wikipedia.org/wiki/Adlan_Amagov,https://en.wikipedia.org/wiki/Chris_Sp%C3%A5ng,9,Unanimous Decision,Prelim,,,2013-04-06,232,UFC on Fuel TV: Mousasi vs. Latifi,1,2.6399999999999997,2.48,2.52,2.6100000000000003,,2.5,2.6,,2.65,2.4,2.6,,2.5555555555555554
Adlan Amagov,T.J. Waldburger,https://www.bestfightodds.com/events/ufc-166-velasquez-vs-dos-santos-iii-698,Adlan Amagov,1.606060606060606,,1.5882352941176472,1.5882352941176472,1.5882352941176472,1.5714285714285714,,1.5847953216374269,1.5988023952095807,1.4694835680751175,1.5714285714285714,,1.574078324021424,Adlan Amagov,TJ Waldburger,https://en.wikipedia.org/wiki/UFC_166,Adlan Amagov,T.J. Waldburger,Welterweight,Adlan Amagov,def,TJ Waldburger,KO (punches),1.0,3:00,This bout aired on the broadcast following the Melendez vs Sanchez bout.,Preliminary card (Facebook/Youtube),https://en.wikipedia.org/wiki/Adlan_Amagov,https://en.wikipedia.org/wiki/TJ_Waldburger,10,KO,Prelim,,,2013-10-19,249,UFC 166: Velasquez vs. dos Santos III,1,2.55,2.45,2.45,2.5300000000000002,,2.45,2.45,,2.54,2.5,2.4,,2.4799999999999995
Adriano Martins,Daron Cruickshank,https://www.bestfightodds.com/events/ufc-fight-night-32-belfort-vs-henderson-725,Adriano Martins,2.05,,1.9090909090909092,1.9090909090909092,1.9090909090909092,1.9523809523809523,,2.0300000000000002,2.0300000000000002,1.8333333333333335,1.8695652173913042,,1.9436169144864799,Adriano Martins,Daron Cruickshank,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson,Adriano Martins,Daron Cruickshank,Lightweight,Adriano Martins,def,Daron Cruickshank,Submission (kimura),2.0,2:49,,Preliminary card (Online Prelims),https://en.wikipedia.org/wiki/Adriano_Martins,https://en.wikipedia.org/wiki/Daron_Cruickshank,10,Sub,Prelim,,,2013-11-09,252,UFC Fight Night: Belfort vs. Henderson,1,1.8695652173913042,1.9090909090909092,1.9090909090909092,1.8547008547008548,,1.8,1.8695652173913042,,1.8771929824561404,1.8333333333333335,1.8333333333333335,,1.8617636396431212
Adriano Martins,Donald Cerrone,https://www.bestfightodds.com/events/ufc-on-fox-10-henderson-vs-thomson-777,Donald Cerrone,1.526315789473684,,1.5,1.4651162790697674,1.5,1.4444444444444444,,1.5050505050505052,1.510204081632653,1.4504504504504505,1.4166666666666667,,1.4798053574209078,Donald Cerrone,Adriano Martins,https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson,Donald Cerrone,Adriano Martins,Lightweight,Donald Cerrone,def,Adriano Martins,KO (head kick),1.0,4:40,,Main Card (Fox),https://en.wikipedia.org/wiki/Donald_Cerrone,https://en.wikipedia.org/wiki/Adriano_Martins,3,KO,Main Event,,,2014-01-25,260,UFC on Fox: Henderson vs. Thomson,1,2.75,2.7,2.7,2.74,,2.75,2.8,,2.7800000000000002,2.7,2.75,,2.7411111111111115
Adriano Martins,Islam Makhachev,https://www.bestfightodds.com/events/ufc-192-cormier-vs-gustafsson-990,Adriano Martins,2.3,,2.2,2.2,2.2,2.15,,2.25,2.2800000000000002,2.0,2.0,,2.175555555555556,Adriano Martins,Islam Makhachev,https://en.wikipedia.org/wiki/UFC_192,Adriano Martins,Islam Makhachev,Lightweight,Adriano Martins,def,Islam Makhachev,KO (punch),1.0,1:46,,Preliminary Card (Fox Sports 1),https://en.wikipedia.org/wiki/Adriano_Martins,https://en.wikipedia.org/wiki/Islam_Makhachev,8,KO,Prelim,,,2015-10-03,335,UFC 192: Cormier vs. Gustafsson,1,1.7142857142857144,1.7142857142857144,1.7142857142857144,1.704225352112676,,1.6896551724137931,1.7692307692307692,,1.7246376811594204,1.7692307692307692,1.7142857142857144,,1.723791400143365
Adriano Martins,Juan Manuel Puig,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-19-finale-832,Adriano Martins,1.2702702702702702,,1.2666666666666666,1.2666666666666666,1.2666666666666666,1.25,,1.2659574468085106,1.2770083102493075,1.228310502283105,1.2352941176470589,,1.2585378496953612,Adriano Martins,Juan Puig,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Edgar_vs._Team_Penn#The_Ultimate_Fighter_19_Finale,Adriano Martins,Juan Manuel Puig,Lightweight,Adriano Martins,def,Juan Puig,KO (punch),1.0,2:21,This bout aired on the broadcast following the Gordon vs Lima bout.,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Adriano_Martins,,8,KO,Prelim,,,2014-07-06,281,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,1,4.1,4.05,4.05,4.1899999999999995,,4.0,4.15,,4.26,4.13,4.1,,4.114444444444445
