Winner_Cleaned,Loser_Cleaned,wiki_url,fighter1,fighter2,bestfightodds_winner,bestfightodds_loser,WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,event_order,Method_Cleaned,Card_Cleaned,Champion,Interim_Champion,fight_odds_url,Card_Date,#,Event
Sam Stout,Cody McKenzie,https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Benavidez_2,Cody McKenzie,Sam Stout,Sam Stout,Cody McKenzie,Lightweight,Sam Stout,def,Cody McKenzie,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Sam_Stout,https://en.wikipedia.org/wiki/Cody_McKenzie,9,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-on-fox-9-johnson-vs-benavidez-729,2013-12-14,256,UFC on Fox: Johnson vs. Benavidez 2
Clint Hester,Dylan Andrews,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,Clint Hester,Dylan Andrews,Clint Hester,Dylan Andrews,Middleweight,Clint Hester,def,Dylan Andrews,TKO (doctor stoppage),2.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Clint_Hester,https://en.wikipedia.org/wiki/Dylan_Andrews,5,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728,2013-12-07,255,UFC Fight Night: Hunt vs. Bigfoot
Bethe Correia,Julie Kedzie,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,Bethe Correia,Julie Kedzie,Bethe Correia,Julie Kedzie,Women's Bantamweight,Bethe Correia,def,Julie Kedzie,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Bethe_Correia,https://en.wikipedia.org/wiki/Julie_Kedzie,6,Split Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728,2013-12-07,255,UFC Fight Night: Hunt vs. Bigfoot
Caio Magalhaes,Nick Ring,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,Caio Magalhaes,Nick Ring,Caio Magalhaes,Nick Ring,Middleweight,Caio Magalhaes,def,Nick Ring,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Caio_Magalhaes,https://en.wikipedia.org/wiki/Nick_Ring,8,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728,2013-12-07,255,UFC Fight Night: Hunt vs. Bigfoot
Justin Scoggins,Richie Vaculik,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,Justin Scoggins,Richie Vaculik,Justin Scoggins,Richie Vaculik,Flyweight,Justin Scoggins,def,Richie Vaculik,TKO (punches),1.0,4:43,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Justin_Scoggins,https://en.wikipedia.org/wiki/Richie_Vaculik,9,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728,2013-12-07,255,UFC Fight Night: Hunt vs. Bigfoot
Alex Garcia,Ben Wall,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,Alex Garcia,Ben Wall,Alex Garcia,Ben Wall,Welterweight,Alex Garcia,def,Ben Wall,KO (punches),1.0,0:43,,Preliminary card (Online),https://en.wikipedia.org/wiki/Alex_Garcia_(fighter),https://en.wikipedia.org/w/index.php?title=Ben_Wall&action=edit&redlink=1,11,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728,2013-12-07,255,UFC Fight Night: Hunt vs. Bigfoot
Mark Hunt,Antônio Silva,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,Antonio Silva,Mark Hunt,Mark Hunt,Antonio Silva,Heavyweight,Mark Hunt,vs,Antônio Silva,"Draw (majority) (48–47, 47–47, 47–47)",5.0,5:00,"Silva tested positive for elevated levels of testosterone after the fight. His result was converted to a No Contest, while Hunt's stayed as a draw.",Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Mark_Hunt,https://en.wikipedia.org/wiki/Ant%C3%B4nio_Silva_(fighter),1,,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728,2013-12-07,255,UFC Fight Night: Hunt vs. Bigfoot
Maurício Rua,James Te Huna,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,James Te Huna,Mauricio Rua,Mauricio Rua,James Te Huna,Light Heavyweight,Maurício Rua,def,James Te Huna,KO (punch),1.0,1:03,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Maur%C3%ADcio_Rua,https://en.wikipedia.org/wiki/James_Te_Huna,2,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728,2013-12-07,255,UFC Fight Night: Hunt vs. Bigfoot
Ryan Bader,Anthony Perosh,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,Anthony Perosh,Ryan Bader,Ryan Bader,Anthony Perosh,Light Heavyweight,Ryan Bader,def,Anthony Perosh,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Ryan_Bader,https://en.wikipedia.org/wiki/Anthony_Perosh,3,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728,2013-12-07,255,UFC Fight Night: Hunt vs. Bigfoot
Soa Palelei,Pat Barry,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,Pat Barry,Soa Palelei,Soa Palelei,Pat Barry,Heavyweight,Soa Palelei,def,Pat Barry,KO (punches),1.0,2:09,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Soa_Palelei,https://en.wikipedia.org/wiki/Pat_Barry_(fighter),4,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728,2013-12-07,255,UFC Fight Night: Hunt vs. Bigfoot
Takeya Mizugaki,Nam Phan,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,Nam Phan,Takeya Mizugaki,Takeya Mizugaki,Nam Phan,Bantamweight,Takeya Mizugaki,def,Nam Phan,"Decision (unanimous) (29–28, 29–28, 30–28)",3.0,5:00,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Takeya_Mizugaki,https://en.wikipedia.org/wiki/Nam_Phan,7,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728,2013-12-07,255,UFC Fight Night: Hunt vs. Bigfoot
Krzysztof Jotko,Bruno Santos,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,Bruno Santos,Krzysztof Jotko,Krzysztof Jotko,Bruno Santos,Middleweight,Krzysztof Jotko,def,Bruno Santos,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,,Preliminary card (Fox Sports 2),https://en.wikipedia.org/wiki/Krzysztof_Jotko,https://en.wikipedia.org/wiki/Bruno_Santos,10,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728,2013-12-07,255,UFC Fight Night: Hunt vs. Bigfoot
Chris Holdsworth,Davey Grant,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,Chris Holdsworth,Davey Grant,Chris Holdsworth,Davey Grant,Bantamweight,Chris Holdsworth,def,Davey Grant,Submission (rear-naked choke),2.0,2:10,TUF 18 Men's Bantamweight Tournament Final,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Chris_Holdsworth,https://en.wikipedia.org/wiki/Davey_Grant,3,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-18-finale-720,2013-11-30,254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale
Jessamyn Duke,Peggy Morgan,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,Jessamyn Duke,Peggy Morgan,Jessamyn Duke,Peggy Morgan,Women's Bantamweight,Jessamyn Duke,def,Peggy Morgan,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Jessamyn_Duke,https://en.wikipedia.org/wiki/Peggy_Morgan,4,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-18-finale-720,2013-11-30,254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale
Raquel Pennington,Roxanne Modafferi,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,Raquel Pennington,Roxanne Modafferi,Raquel Pennington,Roxanne Modafferi,Women's Bantamweight,Raquel Pennington,def,Roxanne Modafferi,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Raquel_Pennington,https://en.wikipedia.org/wiki/Roxanne_Modafferi,5,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-18-finale-720,2013-11-30,254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale
Akira Corassani,Maximo Blanco,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,Akira Corassani,Maximo Blanco,Akira Corassani,Maximo Blanco,Featherweight,Akira Corassani,def,Maximo Blanco,Disqualification (illegal knee),1.0,0:25,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Akira_Corassani,https://en.wikipedia.org/wiki/Maximo_Blanco,6,,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-18-finale-720,2013-11-30,254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale
Nate Diaz,Gray Maynard,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,Gray Maynard,Nate Diaz,Nate Diaz,Gray Maynard,Lightweight,Nate Diaz,def,Gray Maynard,TKO (punches),1.0,2:38,,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Nate_Diaz,https://en.wikipedia.org/wiki/Gray_Maynard,1,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-18-finale-720,2013-11-30,254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale
Tom Niinimäki,Rani Yahya,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,Rani Yahya,Tom Niinimaki,Tom Niinimaki,Rani Yahya,Featherweight,Tom Niinimäki,def,Rani Yahya,"Decision (split) (29–28, 28–29, 30–27)",3.0,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Tom_Niinim%C3%A4ki,https://en.wikipedia.org/wiki/Rani_Yahya,7,Split Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-18-finale-720,2013-11-30,254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale
Sean Spencer,Drew Dober,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,Drew Dober,Sean Spencer,Sean Spencer,Drew Dober,Welterweight,Sean Spencer,def,Drew Dober,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Sean_Spencer_(fighter),https://en.wikipedia.org/wiki/Drew_Dober,9,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-18-finale-720,2013-11-30,254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale
Jared Rosholt,Walt Harris,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,Jared Rosholt,Walter Harris,Jared Rosholt,Walter Harris,Heavyweight,Jared Rosholt,def,Walt Harris,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Jared_Rosholt,https://en.wikipedia.org/wiki/Walt_Harris_(fighter),8,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-18-finale-720,2013-11-30,254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale
Julianna Peña,Jessica Rakoczy,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,Jessica Rakozczy,Julianna Pena,Julianna Pena,Jessica Rakozczy,Women's Bantamweight,Julianna Peña,def,Jessica Rakoczy,TKO (punches and elbows),1.0,4:59,TUF 18 Women's Bantamweight Tournament Final,Main card (Fox Sports 1),https://en.wikipedia.org/wiki/Julianna_Pe%C3%B1a,https://en.wikipedia.org/wiki/Jessica_Rakoczy,2,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-18-finale-720,2013-11-30,254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale
Josh Sampo,Ryan Benoit,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,Joshua Sampo,Ryan Benoit,Joshua Sampo,Ryan Benoit,Catchweight (127.5 lbs),Josh Sampo,def,Ryan Benoit,Submission (rear-naked choke),2.0,4:31,,Preliminary card (Facebook),https://en.wikipedia.org/wiki/Josh_Sampo,https://en.wikipedia.org/wiki/Ryan_Benoit,10,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-18-finale-720,2013-11-30,254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale
Georges St-Pierre,Johny Hendricks,https://en.wikipedia.org/wiki/UFC_167,Georges St-Pierre,Johny Hendricks,Georges St-Pierre,Johny Hendricks,Welterweight,Georges St-Pierre (c),def,Johny Hendricks,"Decision (split) (47–48, 48–47, 48–47)",5.0,5:00,For the UFC Welterweight Championship.,Main card,https://en.wikipedia.org/wiki/Georges_St-Pierre,https://en.wikipedia.org/wiki/Johny_Hendricks,1,Split Decision,Main Event,Georges St-Pierre,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Robbie Lawler,Rory MacDonald,https://en.wikipedia.org/wiki/UFC_167,Robbie Lawler,Rory Macdonald,Robbie Lawler,Rory Macdonald,Welterweight,Robbie Lawler,def,Rory MacDonald,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,,Main card,https://en.wikipedia.org/wiki/Robbie_Lawler,https://en.wikipedia.org/wiki/Rory_MacDonald_(fighter),3,Split Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Ali Bagautinov,Tim Elliott,https://en.wikipedia.org/wiki/UFC_167,Ali Bagautinov,Tim Elliott,Ali Bagautinov,Tim Elliott,Flyweight,Ali Bagautinov,def,Tim Elliott,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,,Main card,https://en.wikipedia.org/wiki/Ali_Bagautinov,https://en.wikipedia.org/wiki/Tim_Elliott,5,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Donald Cerrone,Evan Dunham,https://en.wikipedia.org/wiki/UFC_167,Donald Cerrone,Evan Dunham,Donald Cerrone,Evan Dunham,Lightweight,Donald Cerrone,def,Evan Dunham,Submission (triangle choke),2.0,3:49,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Donald_Cerrone,https://en.wikipedia.org/wiki/Evan_Dunham,6,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Sergio Pettis,Will Campuzano,https://en.wikipedia.org/wiki/UFC_167,Sergio Pettis,Will Campuzano,Sergio Pettis,Will Campuzano,Bantamweight,Sergio Pettis,def,Will Campuzano,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,,Preliminary card (Facebook/YouTube),https://en.wikipedia.org/wiki/Sergio_Pettis,https://en.wikipedia.org/wiki/Will_Campuzano,11,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Rashad Evans,Chael Sonnen,https://en.wikipedia.org/wiki/UFC_167,Chael Sonnen,Rashad Evans,Rashad Evans,Chael Sonnen,Light Heavyweight,Rashad Evans,def,Chael Sonnen,TKO (punches),1.0,4:05,,Main card,https://en.wikipedia.org/wiki/Rashad_Evans,https://en.wikipedia.org/wiki/Chael_Sonnen,2,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Tyron Woodley,Josh Koscheck,https://en.wikipedia.org/wiki/UFC_167,Josh Koscheck,Tyron Woodley,Tyron Woodley,Josh Koscheck,Welterweight,Tyron Woodley,def,Josh Koscheck,KO (punches),1.0,4:38,,Main card,https://en.wikipedia.org/wiki/Tyron_Woodley,https://en.wikipedia.org/wiki/Josh_Koscheck,4,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Thales Leites,Ed Herman,https://en.wikipedia.org/wiki/UFC_167,Ed Herman,Thales Leites,Thales Leites,Ed Herman,Middleweight,Thales Leites,def,Ed Herman,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Thales_Leites,https://en.wikipedia.org/wiki/Ed_Herman_(mixed_martial_artist),7,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Rick Story,Brian Ebersole,https://en.wikipedia.org/wiki/UFC_167,Brian Ebersole,Rick Story,Rick Story,Brian Ebersole,Welterweight,Rick Story,def,Brian Ebersole,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/Rick_Story,https://en.wikipedia.org/wiki/Brian_Ebersole,8,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Érik Pérez,Edwin Figueroa,https://en.wikipedia.org/wiki/UFC_167,Edwin Figueroa,Erik Perez,Erik Perez,Edwin Figueroa,Bantamweight,Érik Pérez,def,Edwin Figueroa,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary card (Fox Sports 1),https://en.wikipedia.org/wiki/%C3%89rik_P%C3%A9rez,https://en.wikipedia.org/wiki/Edwin_Figueroa,9,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Jason High,Anthony Lapsley,https://en.wikipedia.org/wiki/UFC_167,Anthony Lapsley,Jason High,Jason High,Anthony Lapsley,Welterweight,Jason High,def,Anthony Lapsley,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Preliminary card (Facebook/YouTube),https://en.wikipedia.org/wiki/Jason_High,https://en.wikipedia.org/wiki/Anthony_Lapsley,10,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Gian Villante,Cody Donovan,https://en.wikipedia.org/wiki/UFC_167,Cody Donovan,Gian Villante,Gian Villante,Cody Donovan,Light Heavyweight,Gian Villante,def,Cody Donovan,TKO (punches),2.0,1:22,,Preliminary card (Facebook/YouTube),https://en.wikipedia.org/wiki/Gian_Villante,https://en.wikipedia.org/wiki/Cody_Donovan,12,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699,2013-11-16,253,UFC 167: St-Pierre vs. Hendricks
Cezar Ferreira,Daniel Sarafian,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson,Cezar Ferreira,Daniel Sarafian,Cezar Ferreira,Daniel Sarafian,Middleweight,Cezar Ferreira,def,Daniel Sarafian,"Decision (split) (28–29, 30–27, 30–28)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Cezar_Ferreira,https://en.wikipedia.org/wiki/Daniel_Sarafian,2,Split Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-32-belfort-vs-henderson-725,2013-11-09,252,UFC Fight Night: Belfort vs. Henderson
Brandon Thatch,Paulo Thiago,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson,Brandon Thatch,Paulo Thiago,Brandon Thatch,Paulo Thiago,Welterweight,Brandon Thatch,def,Paulo Thiago,Submission (strikes),1.0,2:10,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Brandon_Thatch,https://en.wikipedia.org/wiki/Paulo_Thiago,4,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-32-belfort-vs-henderson-725,2013-11-09,252,UFC Fight Night: Belfort vs. Henderson
Ryan LaFlare,Santiago Ponzinibbio,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson,Ryan Laflare,Santiago Ponzinibbio,Ryan Laflare,Santiago Ponzinibbio,Welterweight,Ryan LaFlare,def,Santiago Ponzinibbio,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Ryan_LaFlare,https://en.wikipedia.org/wiki/Santiago_Ponzinibbio,5,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-32-belfort-vs-henderson-725,2013-11-09,252,UFC Fight Night: Belfort vs. Henderson
Jeremy Stephens,Rony Jason,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson,Jeremy Stephens,Rony Jason,Jeremy Stephens,Rony Jason,Featherweight,Jeremy Stephens,def,Rony Jason,KO (head kick),1.0,0:40,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Jeremy_Stephens,https://en.wikipedia.org/wiki/Rony_Jason,6,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-32-belfort-vs-henderson-725,2013-11-09,252,UFC Fight Night: Belfort vs. Henderson
Omari Akhmedov,Thiago Perpétuo,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson,Omari Akhmedov,Thiago Perpetuo,Omari Akhmedov,Thiago Perpetuo,Middleweight,Omari Akhmedov,def,Thiago Perpétuo,KO (punches),1.0,3:31,This bout aired on the broadcast following the Cavalcante vs Pokrajac bout.,Preliminary card (Online Prelims),https://en.wikipedia.org/wiki/Omari_Akhmedov,https://en.wikipedia.org/wiki/Thiago_Perp%C3%A9tuo,8,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-32-belfort-vs-henderson-725,2013-11-09,252,UFC Fight Night: Belfort vs. Henderson
Adriano Martins,Daron Cruickshank,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson,Adriano Martins,Daron Cruickshank,Adriano Martins,Daron Cruickshank,Lightweight,Adriano Martins,def,Daron Cruickshank,Submission (kimura),2.0,2:49,,Preliminary card (Online Prelims),https://en.wikipedia.org/wiki/Adriano_Martins,https://en.wikipedia.org/wiki/Daron_Cruickshank,10,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-fight-night-32-belfort-vs-henderson-725,2013-11-09,252,UFC Fight Night: Belfort vs. Henderson
Vitor Belfort,Dan Henderson,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson,Dan Henderson,Vitor Belfort,Vitor Belfort,Dan Henderson,Light Heavyweight,Vitor Belfort,def,Dan Henderson,KO (head kick),1.0,1:17,,Main Card (Fox Sports 1),https://en.wikipedia.org/wiki/Vitor_Belfort,https://en.wikipedia.org/wiki/Dan_Henderson,1,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-fight-night-32-belfort-vs-henderson-725,2013-11-09,252,UFC Fight Night: Belfort vs. Henderson
